id,date_network_count_total,date_network_work_period_by_network_total,date_network_days_since_last_network_appearence_total,monitor_Time_mean_total,monitor_Time_median_total,monitor_Time_sum_total,is_workday_connection_mean_total,is_workday_connection_sum_total,is_weekend_connection_mean_total,is_weekend_connection_sum_total,network_mean_by_work_period_total,date_network_count_last_50,date_network_work_period_by_network_last_50,date_network_days_since_last_network_appearence_last_50,monitor_Time_mean_last_50,monitor_Time_median_last_50,monitor_Time_sum_last_50,is_workday_connection_mean_last_50,is_workday_connection_sum_last_50,is_weekend_connection_mean_last_50,is_weekend_connection_sum_last_50,date_network_count_last_100,date_network_work_period_by_network_last_100,date_network_days_since_last_network_appearence_last_100,monitor_Time_mean_last_100,monitor_Time_median_last_100,monitor_Time_sum_last_100,is_workday_connection_mean_last_100,is_workday_connection_sum_last_100,is_weekend_connection_mean_last_100,is_weekend_connection_sum_last_100,date_network_count_last_150,date_network_work_period_by_network_last_150,date_network_days_since_last_network_appearence_last_150,monitor_Time_mean_last_150,monitor_Time_median_last_150,monitor_Time_sum_last_150,is_workday_connection_mean_last_150,is_workday_connection_sum_last_150,is_weekend_connection_mean_last_150,is_weekend_connection_sum_last_150,exists_in_network
ОРГ1-01913,113,191,0,22228.097345132745,23420.0,2511775,1.0,113.0,0.0,0.0,13150.65445026178,36.0,49.0,0.0,23478.027777777777,24321.0,845209.0,1.0,36.0,0.0,0.0,54.0,90.0,0.0,22984.88888888889,24016.5,1241184.0,1.0,54.0,0.0,0.0,84.0,149.0,0.0,22319.809523809523,24012.0,1874864.0,1.0,84.0,0.0,0.0,1
ОРГ1-01919,146,192,0,25666.130136986303,24012.5,3747255,0.9246575342465754,135.0,0.07534246575342465,11.0,19516.953125,42.0,49.0,0.0,28170.380952380954,28218.5,1183156.0,0.8571428571428571,36.0,0.14285714285714285,6.0,79.0,99.0,0.0,29032.822784810127,29110.0,2293593.0,0.8860759493670886,70.0,0.11392405063291139,9.0,114.0,149.0,0.0,27076.754385964912,25356.0,3086750.0,0.9210526315789473,105.0,0.07894736842105263,9.0,1
ОРГ1-01920,152,191,0,8024.690789473684,8100.5,1219753,0.7368421052631579,112.0,0.2631578947368421,40.0,6386.141361256545,46.0,49.0,0.0,8010.391304347826,8100.5,368478.0,0.7391304347826086,34.0,0.2608695652173913,12.0,89.0,99.0,0.0,7788.157303370786,8100.0,693146.0,0.7303370786516854,65.0,0.2696629213483146,24.0,129.0,149.0,0.0,8045.852713178295,8100.0,1037915.0,0.7441860465116279,96.0,0.2558139534883721,33.0,1
ОРГ1-01921,122,191,0,12996.475409836066,12904.0,1585570,0.8770491803278688,107.0,0.12295081967213115,15.0,8301.413612565446,37.0,49.0,0.0,13366.972972972973,11705.0,494578.0,0.8648648648648649,32.0,0.13513513513513514,5.0,78.0,99.0,0.0,12545.98717948718,11705.0,978587.0,0.8333333333333334,65.0,0.16666666666666666,13.0,102.0,149.0,0.0,13100.392156862745,12906.0,1336240.0,0.8529411764705882,87.0,0.14705882352941177,15.0,1
ОРГ1-01922,128,191,0,6733.796875,5401.0,861926,0.8671875,111.0,0.1328125,17.0,4512.701570680629,35.0,49.0,0.0,7828.685714285714,5402.0,274004.0,0.8571428571428571,30.0,0.14285714285714285,5.0,76.0,99.0,0.0,7628.894736842105,6604.0,579796.0,0.8289473684210527,63.0,0.17105263157894737,13.0,99.0,148.0,0.0,7135.737373737374,5402.0,706438.0,0.8383838383838383,83.0,0.16161616161616163,16.0,1
ОРГ1-01931,131,184,0,23894.778625954197,23407.0,3130216,0.9465648854961832,124.0,0.05343511450381679,7.0,17012.043478260868,43.0,49.0,0.0,26181.093023255813,24006.0,1125787.0,0.8372093023255814,36.0,0.16279069767441862,7.0,76.0,99.0,0.0,24685.13157894737,23408.0,1876070.0,0.9078947368421053,69.0,0.09210526315789473,7.0,111.0,149.0,0.0,24430.936936936938,23718.0,2711834.0,0.9369369369369369,104.0,0.06306306306306306,7.0,1
ОРГ1-01936,1,1,183,900.0,900.0,900,1.0,1.0,0.0,0.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ОРГ1-01937,4,3,138,4877.5,4351.0,19510,1.0,4.0,0.0,0.0,6503.333333333333,,,,,,,,,,,,,,,,,,,,,4.0,3.0,138.0,4877.5,4351.0,19510.0,1.0,4.0,0.0,0.0,1
ОРГ1-01938,92,162,0,26166.25,26721.5,2407295,0.9565217391304348,88.0,0.043478260869565216,4.0,14859.845679012345,34.0,47.0,0.0,26202.764705882353,26719.5,890894.0,1.0,34.0,0.0,0.0,67.0,99.0,0.0,26458.44776119403,27009.0,1772716.0,0.9552238805970149,64.0,0.04477611940298507,3.0,91.0,147.0,0.0,26440.604395604394,26722.0,2406095.0,0.967032967032967,88.0,0.03296703296703297,3.0,1
ОРГ1-01939,82,190,1,22964.048780487807,23718.5,1883052,0.975609756097561,80.0,0.024390243902439025,2.0,9910.8,34.0,48.0,1.0,23762.823529411766,23710.0,807936.0,1.0,34.0,0.0,0.0,57.0,98.0,1.0,22968.052631578947,24015.0,1309179.0,0.9649122807017544,55.0,0.03508771929824561,2.0,81.0,146.0,1.0,22962.345679012345,23727.0,1859950.0,0.9753086419753086,79.0,0.024691358024691357,2.0,1
ОРГ1-01943,115,190,0,25113.460869565217,25505.0,2888048,1.0,115.0,0.0,0.0,15200.252631578947,36.0,49.0,0.0,25466.944444444445,25513.0,916810.0,1.0,36.0,0.0,0.0,58.0,89.0,0.0,25166.689655172413,25513.0,1459668.0,1.0,58.0,0.0,0.0,87.0,149.0,0.0,25276.7816091954,25521.0,2199080.0,1.0,87.0,0.0,0.0,1
ОРГ1-01945,128,191,0,28401.5390625,28806.5,3635397,0.9921875,127.0,0.0078125,1.0,19033.49214659686,36.0,49.0,0.0,28878.88888888889,28808.0,1039640.0,1.0,36.0,0.0,0.0,69.0,99.0,0.0,29512.101449275364,28807.0,2036335.0,1.0,69.0,0.0,0.0,105.0,149.0,0.0,29168.780952380952,28807.0,3062722.0,1.0,105.0,0.0,0.0,1
ОРГ1-01947,117,191,0,17726.641025641027,19802.0,2074017,0.9572649572649573,112.0,0.042735042735042736,5.0,10858.727748691099,36.0,49.0,0.0,21461.083333333332,21312.0,772599.0,1.0,36.0,0.0,0.0,62.0,99.0,0.0,19283.09677419355,19819.5,1195552.0,0.967741935483871,60.0,0.03225806451612903,2.0,96.0,149.0,0.0,18208.78125,19508.5,1748043.0,0.96875,93.0,0.03125,3.0,1
ОРГ1-01950,119,191,0,26147.873949579833,26724.0,3111597,0.9915966386554622,118.0,0.008403361344537815,1.0,16291.083769633507,35.0,49.0,0.0,27508.657142857144,27615.0,962803.0,1.0,35.0,0.0,0.0,67.0,99.0,0.0,27283.626865671642,27606.0,1828003.0,1.0,67.0,0.0,0.0,94.0,149.0,0.0,26441.40425531915,27160.0,2485492.0,0.9893617021276596,93.0,0.010638297872340425,1.0,1
ОРГ1-01952,5,71,12,960.0,1200.0,4800,1.0,5.0,0.0,0.0,67.6056338028169,3.0,17.0,12.0,700.0,600.0,2100.0,1.0,3.0,0.0,0.0,5.0,71.0,12.0,960.0,1200.0,4800.0,1.0,5.0,0.0,0.0,5.0,71.0,12.0,960.0,1200.0,4800.0,1.0,5.0,0.0,0.0,1
ОРГ1-01955,133,191,0,28198.75939849624,27910.0,3750435,0.9849624060150376,131.0,0.015037593984962405,2.0,19635.785340314134,36.0,49.0,0.0,26599.38888888889,27461.5,957578.0,1.0,36.0,0.0,0.0,70.0,99.0,0.0,28053.442857142858,28508.0,1963741.0,0.9857142857142858,69.0,0.014285714285714285,1.0,104.0,149.0,0.0,28238.56730769231,28514.5,2936811.0,0.9807692307692307,102.0,0.019230769230769232,2.0,1
ОРГ1-01956,123,191,0,23656.113821138213,25220.0,2909702,0.983739837398374,121.0,0.016260162601626018,2.0,15234.041884816754,37.0,49.0,0.0,20294.08108108108,22206.0,750881.0,0.972972972972973,36.0,0.02702702702702703,1.0,67.0,99.0,0.0,22155.253731343284,23106.0,1484402.0,0.9850746268656716,66.0,0.014925373134328358,1.0,97.0,142.0,0.0,23122.82474226804,24907.0,2242914.0,0.9896907216494846,96.0,0.010309278350515464,1.0,1
ОРГ1-01957,132,191,0,31368.651515151516,30617.0,4140662,1.0,132.0,0.0,0.0,21678.858638743455,36.0,49.0,0.0,32214.63888888889,30905.0,1159727.0,1.0,36.0,0.0,0.0,67.0,99.0,0.0,27748.373134328358,29123.0,1859141.0,1.0,67.0,0.0,0.0,103.0,149.0,0.0,28662.679611650485,29717.0,2952256.0,1.0,103.0,0.0,0.0,1
ОРГ1-01958,145,191,0,41138.489655172416,49843.0,5965081,0.9241379310344827,134.0,0.07586206896551724,11.0,31230.79057591623,41.0,49.0,0.0,30748.170731707316,35417.0,1260675.0,0.8780487804878049,36.0,0.12195121951219512,5.0,79.0,99.0,0.0,38275.6835443038,48648.0,3023779.0,0.8734177215189873,69.0,0.12658227848101267,10.0,115.0,149.0,0.0,38252.35652173913,48620.0,4399021.0,0.9130434782608695,105.0,0.08695652173913043,10.0,1
ОРГ1-01967,129,191,0,26316.434108527134,27607.0,3394820,0.9767441860465116,126.0,0.023255813953488372,3.0,17773.92670157068,36.0,49.0,0.0,26918.027777777777,27319.5,969049.0,1.0,36.0,0.0,0.0,72.0,99.0,0.0,26831.26388888889,27609.5,1931851.0,0.9722222222222222,70.0,0.027777777777777776,2.0,101.0,149.0,0.0,25845.48514851485,27605.0,2610394.0,0.9702970297029703,98.0,0.0297029702970297,3.0,1
ОРГ1-01968,37,50,0,25252.135135135137,27012.0,934329,1.0,37.0,0.0,0.0,18686.58,36.0,49.0,0.0,25753.555555555555,27014.0,927128.0,1.0,36.0,0.0,0.0,37.0,50.0,0.0,25252.135135135137,27012.0,934329.0,1.0,37.0,0.0,0.0,37.0,50.0,0.0,25252.135135135137,27012.0,934329.0,1.0,37.0,0.0,0.0,1
ОРГ1-01970,136,191,0,32122.029411764706,34954.0,4368596,0.9852941176470589,134.0,0.014705882352941176,2.0,22872.230366492146,37.0,49.0,0.0,32664.72972972973,35110.0,1208595.0,0.972972972972973,36.0,0.02702702702702703,1.0,71.0,99.0,0.0,34722.45070422535,36906.0,2465294.0,0.971830985915493,69.0,0.028169014084507043,2.0,107.0,149.0,0.0,34120.09345794393,35407.0,3650850.0,0.9813084112149533,105.0,0.018691588785046728,2.0,1
ОРГ1-01971,119,183,0,30640.26050420168,29125.0,3646191,0.9915966386554622,118.0,0.008403361344537815,1.0,19924.54098360656,37.0,49.0,0.0,30434.216216216217,29407.0,1126066.0,0.972972972972973,36.0,0.02702702702702703,1.0,70.0,99.0,0.0,29137.628571428573,28874.5,2039634.0,0.9857142857142858,69.0,0.014285714285714285,1.0,96.0,149.0,0.0,30701.114583333332,28994.0,2947307.0,0.9895833333333334,95.0,0.010416666666666666,1.0,1
ОРГ1-01974,123,191,0,33648.260162601626,33014.0,4138736,1.0,123.0,0.0,0.0,21668.774869109948,36.0,49.0,0.0,33501.0,33017.5,1206036.0,1.0,36.0,0.0,0.0,58.0,99.0,0.0,32598.51724137931,32414.0,1890714.0,1.0,58.0,0.0,0.0,94.0,149.0,0.0,33493.46808510638,32870.0,3148386.0,1.0,94.0,0.0,0.0,1
ОРГ1-01975,117,191,0,20131.11111111111,20717.0,2355340,0.9658119658119658,113.0,0.03418803418803419,4.0,12331.623036649215,39.0,49.0,0.0,19549.615384615383,21005.0,762435.0,0.8974358974358975,35.0,0.10256410256410256,4.0,68.0,99.0,0.0,17820.470588235294,16513.5,1211792.0,0.9411764705882353,64.0,0.058823529411764705,4.0,93.0,149.0,0.0,19955.440860215054,20715.0,1855856.0,0.956989247311828,89.0,0.043010752688172046,4.0,1
ОРГ1-01981,130,191,0,14575.584615384616,15306.0,1894826,0.8615384615384616,112.0,0.13846153846153847,18.0,9920.554973821989,43.0,49.0,0.0,13227.790697674418,12609.0,568795.0,0.8372093023255814,36.0,0.16279069767441862,7.0,78.0,99.0,0.0,12637.358974358975,13054.5,985714.0,0.8461538461538461,66.0,0.15384615384615385,12.0,94.0,149.0,0.0,13241.255319148937,13661.0,1244678.0,0.8723404255319149,82.0,0.1276595744680851,12.0,1
ОРГ1-01985,156,191,0,18209.49358974359,26253.5,2840681,0.8269230769230769,129.0,0.17307692307692307,27.0,14872.675392670157,44.0,49.0,0.0,17320.727272727272,13352.5,762112.0,0.8181818181818182,36.0,0.18181818181818182,8.0,84.0,98.0,0.0,17623.666666666668,14551.5,1480388.0,0.8095238095238095,68.0,0.19047619047619047,16.0,123.0,149.0,0.0,18140.89430894309,26102.0,2231330.0,0.8292682926829268,102.0,0.17073170731707318,21.0,1
ОРГ1-01986,150,189,2,17384.966666666667,16503.0,2607745,0.8266666666666667,124.0,0.17333333333333334,26.0,13797.592592592593,38.0,46.0,2.0,15366.815789473685,15003.0,583939.0,0.8157894736842105,31.0,0.18421052631578946,7.0,76.0,97.0,2.0,16065.907894736842,15304.0,1221009.0,0.8157894736842105,62.0,0.18421052631578946,14.0,116.0,147.0,2.0,17330.887931034482,16504.5,2010383.0,0.8275862068965517,96.0,0.1724137931034483,20.0,1
ОРГ1-01988,112,168,23,17596.875,18305.5,1970850,0.9285714285714286,104.0,0.07142857142857142,8.0,11731.25,19.0,26.0,23.0,18097.315789473683,18002.0,343849.0,0.9473684210526315,18.0,0.05263157894736842,1.0,54.0,73.0,23.0,17597.11111111111,19051.0,950244.0,0.8888888888888888,48.0,0.1111111111111111,6.0,83.0,126.0,23.0,17645.21686746988,18603.0,1464553.0,0.9156626506024096,76.0,0.08433734939759036,7.0,1
ОРГ1-01998,129,191,0,26430.248062015504,27004.0,3409502,0.9689922480620154,125.0,0.031007751937984496,4.0,17850.795811518325,37.0,49.0,0.0,26650.37837837838,26712.0,986064.0,0.972972972972973,36.0,0.02702702702702703,1.0,70.0,99.0,0.0,26242.842857142856,26410.5,1836999.0,0.9857142857142858,69.0,0.014285714285714285,1.0,102.0,145.0,0.0,26420.176470588234,26412.5,2694858.0,0.9901960784313726,101.0,0.00980392156862745,1.0,1
ОРГ1-02001,138,192,0,35597.6231884058,36024.5,4912472,0.9710144927536232,134.0,0.028985507246376812,4.0,25585.791666666668,38.0,49.0,0.0,39072.10526315789,39322.0,1484740.0,0.9473684210526315,36.0,0.05263157894736842,2.0,71.0,99.0,0.0,39313.77464788732,39311.0,2791278.0,0.971830985915493,69.0,0.028169014084507043,2.0,108.0,149.0,0.0,36783.25925925926,37522.5,3972592.0,0.9722222222222222,105.0,0.027777777777777776,3.0,1
ОРГ1-02002,108,186,5,26305.23148148148,26726.0,2840965,1.0,108.0,0.0,0.0,15274.005376344086,33.0,44.0,5.0,26966.121212121212,26713.0,889882.0,1.0,33.0,0.0,0.0,53.0,94.0,5.0,25366.169811320753,26422.0,1344407.0,1.0,53.0,0.0,0.0,89.0,144.0,5.0,26078.370786516854,26724.0,2320975.0,1.0,89.0,0.0,0.0,1
ОРГ1-02007,46,64,0,25031.41304347826,25356.0,1151445,0.9782608695652174,45.0,0.021739130434782608,1.0,17991.328125,37.0,49.0,0.0,25148.45945945946,25506.0,930493.0,0.972972972972973,36.0,0.02702702702702703,1.0,46.0,64.0,0.0,25031.41304347826,25356.0,1151445.0,0.9782608695652174,45.0,0.021739130434782608,1.0,46.0,64.0,0.0,25031.41304347826,25356.0,1151445.0,0.9782608695652174,45.0,0.021739130434782608,1.0,1
ОРГ1-02008,111,190,1,19601.324324324323,20413.0,2175747,1.0,111.0,0.0,0.0,11451.3,35.0,48.0,1.0,21554.485714285714,22804.0,754407.0,1.0,35.0,0.0,0.0,59.0,92.0,1.0,21492.4406779661,22821.0,1268054.0,1.0,59.0,0.0,0.0,88.0,148.0,1.0,20358.31818181818,21007.5,1791532.0,1.0,88.0,0.0,0.0,1
ОРГ1-02010,155,191,0,21661.167741935486,22512.0,3357481,0.8516129032258064,132.0,0.14838709677419354,23.0,17578.43455497382,41.0,49.0,0.0,25997.90243902439,26708.0,1065914.0,0.8780487804878049,36.0,0.12195121951219512,5.0,81.0,99.0,0.0,23429.20987654321,24312.0,1897766.0,0.8271604938271605,67.0,0.1728395061728395,14.0,123.0,149.0,0.0,22509.90243902439,23704.0,2768718.0,0.8373983739837398,103.0,0.16260162601626016,20.0,1
ОРГ1-02011,122,191,0,27724.680327868853,26115.0,3382411,0.9754098360655737,119.0,0.02459016393442623,3.0,17708.958115183246,34.0,49.0,0.0,25152.558823529413,22964.0,855187.0,1.0,34.0,0.0,0.0,66.0,98.0,0.0,24652.954545454544,23417.0,1627095.0,0.9696969696969697,64.0,0.030303030303030304,2.0,93.0,149.0,0.0,23921.795698924732,23115.0,2224727.0,0.967741935483871,90.0,0.03225806451612903,3.0,1
ОРГ1-02013,133,191,0,16798.120300751878,18605.0,2234150,1.0,133.0,0.0,0.0,11697.120418848168,36.0,49.0,0.0,20629.833333333332,21616.0,742674.0,1.0,36.0,0.0,0.0,68.0,99.0,0.0,19015.308823529413,20263.0,1293041.0,1.0,68.0,0.0,0.0,104.0,149.0,0.0,17557.58653846154,19505.0,1825989.0,1.0,104.0,0.0,0.0,1
ОРГ1-02018,137,177,0,17961.693430656935,16803.0,2460752,0.8467153284671532,116.0,0.15328467153284672,21.0,13902.553672316384,43.0,49.0,0.0,21782.488372093023,25503.0,936647.0,0.8372093023255814,36.0,0.16279069767441862,7.0,78.0,99.0,0.0,18574.26923076923,18154.0,1448793.0,0.8205128205128205,64.0,0.1794871794871795,14.0,116.0,148.0,0.0,18140.818965517243,17252.0,2104335.0,0.8362068965517241,97.0,0.16379310344827586,19.0,1
ОРГ1-02023,156,191,0,6772.666666666667,6454.5,1056536,0.7115384615384616,111.0,0.28846153846153844,45.0,5531.602094240838,48.0,49.0,0.0,7540.354166666667,7505.0,361937.0,0.7083333333333334,34.0,0.2916666666666667,14.0,80.0,97.0,0.0,7135.65,7054.0,570852.0,0.7,56.0,0.3,24.0,115.0,149.0,0.0,6712.686956521739,6300.0,771959.0,0.7130434782608696,82.0,0.28695652173913044,33.0,1
ОРГ1-02024,131,191,0,24306.236641221374,25812.0,3184117,1.0,131.0,0.0,0.0,16670.769633507854,36.0,49.0,0.0,23389.722222222223,27315.5,842030.0,1.0,36.0,0.0,0.0,66.0,99.0,0.0,25437.454545454544,28367.5,1678872.0,1.0,66.0,0.0,0.0,102.0,149.0,0.0,24766.343137254902,27315.0,2526167.0,1.0,102.0,0.0,0.0,1
ОРГ1-02027,154,184,7,19283.876623376622,20107.5,2969717,0.8311688311688312,128.0,0.16883116883116883,26.0,16139.766304347826,35.0,42.0,7.0,18605.685714285715,19503.0,651199.0,0.8571428571428571,30.0,0.14285714285714285,5.0,78.0,92.0,7.0,20067.75641025641,20709.0,1565285.0,0.8205128205128205,64.0,0.1794871794871795,14.0,120.0,142.0,7.0,19802.858333333334,20417.0,2376343.0,0.825,99.0,0.175,21.0,1
ОРГ1-02028,130,190,0,13158.215384615385,13501.0,1710568,0.9384615384615385,122.0,0.06153846153846154,8.0,9002.98947368421,36.0,49.0,0.0,13014.388888888889,12307.5,468518.0,1.0,36.0,0.0,0.0,69.0,99.0,0.0,13583.072463768116,13210.0,937232.0,1.0,69.0,0.0,0.0,100.0,149.0,0.0,14320.77,13807.5,1432077.0,0.94,94.0,0.06,6.0,1
ОРГ1-02031,136,192,0,18586.007352941175,20406.0,2527697,0.8161764705882353,111.0,0.18382352941176472,25.0,13165.088541666666,41.0,49.0,0.0,13959.09756097561,14402.0,572323.0,0.8536585365853658,35.0,0.14634146341463414,6.0,83.0,99.0,0.0,17883.66265060241,18306.0,1484344.0,0.7831325301204819,65.0,0.21686746987951808,18.0,111.0,140.0,0.0,18736.702702702703,19808.0,2079774.0,0.8108108108108109,90.0,0.1891891891891892,21.0,1
ОРГ1-02037,118,185,6,27787.686440677968,28966.5,3278947,0.9830508474576272,116.0,0.01694915254237288,2.0,17724.037837837837,31.0,43.0,6.0,25682.354838709678,27624.0,796153.0,0.967741935483871,30.0,0.03225806451612903,1.0,61.0,93.0,6.0,26993.622950819674,28517.0,1646611.0,0.9836065573770492,60.0,0.01639344262295082,1.0,89.0,143.0,6.0,27070.629213483146,28528.0,2409286.0,0.9775280898876404,87.0,0.02247191011235955,2.0,1
ОРГ1-02039,124,191,0,26298.177419354837,28814.0,3260974,1.0,124.0,0.0,0.0,17073.16230366492,36.0,49.0,0.0,29552.805555555555,29411.5,1063901.0,1.0,36.0,0.0,0.0,69.0,99.0,0.0,28500.971014492752,29103.0,1966567.0,1.0,69.0,0.0,0.0,96.0,149.0,0.0,26324.041666666668,28500.5,2527108.0,1.0,96.0,0.0,0.0,1
ОРГ1-02042,144,191,0,46074.729166666664,48613.0,6634761,0.8611111111111112,124.0,0.1388888888888889,20.0,34736.96858638743,42.0,49.0,0.0,50242.880952380954,51785.0,2110201.0,0.8571428571428571,36.0,0.14285714285714285,6.0,82.0,99.0,0.0,46675.21951219512,48022.0,3827368.0,0.8414634146341463,69.0,0.15853658536585366,13.0,114.0,140.0,0.0,47374.07894736842,49225.5,5400645.0,0.8596491228070176,98.0,0.14035087719298245,16.0,1
ОРГ1-02044,106,188,1,23663.83962264151,24003.0,2508367,0.9716981132075472,103.0,0.02830188679245283,3.0,13342.377659574468,37.0,48.0,1.0,27371.81081081081,26405.0,1012757.0,0.9459459459459459,35.0,0.05405405405405406,2.0,66.0,98.0,1.0,25575.196969696968,25207.0,1687963.0,0.9545454545454546,63.0,0.045454545454545456,3.0,82.0,148.0,1.0,24306.268292682926,24158.5,1993114.0,0.9634146341463414,79.0,0.036585365853658534,3.0,1
ОРГ1-02046,139,191,0,17160.230215827338,18002.0,2385272,0.841726618705036,117.0,0.15827338129496402,22.0,12488.335078534032,42.0,49.0,0.0,17086.095238095237,19363.0,717616.0,0.8095238095238095,34.0,0.19047619047619047,8.0,73.0,99.0,0.0,15437.931506849314,15306.0,1126969.0,0.7945205479452054,58.0,0.2054794520547945,15.0,107.0,148.0,0.0,16905.841121495327,17708.0,1808925.0,0.8317757009345794,89.0,0.16822429906542055,18.0,1
ОРГ1-02047,132,191,0,21000.515151515152,20260.0,2772068,0.9924242424242424,131.0,0.007575757575757576,1.0,14513.445026178011,36.0,49.0,0.0,16327.138888888889,16201.5,587777.0,1.0,36.0,0.0,0.0,69.0,99.0,0.0,21953.318840579712,21044.0,1514779.0,0.9855072463768116,68.0,0.014492753623188406,1.0,103.0,149.0,0.0,21168.504854368934,20422.0,2180356.0,0.9902912621359223,102.0,0.009708737864077669,1.0,1
ОРГ1-02050,113,191,0,24445.805309734515,25209.0,2762376,1.0,113.0,0.0,0.0,14462.701570680629,33.0,49.0,0.0,25220.060606060608,25802.0,832262.0,1.0,33.0,0.0,0.0,58.0,99.0,0.0,25414.58620689655,26258.0,1474046.0,1.0,58.0,0.0,0.0,94.0,149.0,0.0,24807.872340425532,25802.0,2331940.0,1.0,94.0,0.0,0.0,1
ОРГ1-02053,162,191,0,10086.135802469136,9902.5,1633954,0.9938271604938271,161.0,0.006172839506172839,1.0,8554.732984293194,43.0,49.0,0.0,11153.837209302326,10802.0,479615.0,1.0,43.0,0.0,0.0,86.0,99.0,0.0,11003.581395348838,10504.0,946308.0,0.9883720930232558,85.0,0.011627906976744186,1.0,127.0,149.0,0.0,9819.338582677165,9603.0,1247056.0,0.9921259842519685,126.0,0.007874015748031496,1.0,1
ОРГ1-02054,122,186,5,23784.549180327867,28508.0,2901715,0.9016393442622951,110.0,0.09836065573770492,12.0,15600.618279569893,34.0,44.0,5.0,20574.558823529413,28814.0,699535.0,0.8823529411764706,30.0,0.11764705882352941,4.0,67.0,94.0,5.0,22207.940298507463,29122.0,1487932.0,0.8656716417910447,58.0,0.13432835820895522,9.0,103.0,144.0,5.0,22939.35922330097,28510.0,2362754.0,0.883495145631068,91.0,0.11650485436893204,12.0,1
ОРГ1-02056,121,191,0,24103.487603305784,24623.0,2916522,0.9752066115702479,118.0,0.024793388429752067,3.0,15269.748691099476,33.0,44.0,0.0,21632.272727272728,22818.0,713865.0,1.0,33.0,0.0,0.0,64.0,99.0,0.0,23192.96875,24015.5,1484350.0,0.953125,61.0,0.046875,3.0,92.0,149.0,0.0,23755.869565217392,24609.0,2185540.0,0.967391304347826,89.0,0.03260869565217391,3.0,1
ОРГ1-02057,124,191,0,36788.50806451613,37677.5,4561775,0.9838709677419355,122.0,0.016129032258064516,2.0,23883.638743455496,36.0,49.0,0.0,39654.916666666664,39475.0,1427577.0,1.0,36.0,0.0,0.0,69.0,97.0,0.0,38270.13043478261,39328.0,2640639.0,0.9710144927536232,67.0,0.028985507246376812,2.0,103.0,149.0,0.0,36991.8932038835,38127.0,3810165.0,0.9805825242718447,101.0,0.019417475728155338,2.0,1
ОРГ1-02059,124,191,0,22844.459677419356,23267.0,2832713,1.0,124.0,0.0,0.0,14830.958115183246,35.0,49.0,0.0,24092.82857142857,24012.0,843249.0,1.0,35.0,0.0,0.0,68.0,99.0,0.0,24037.852941176472,23865.5,1634574.0,1.0,68.0,0.0,0.0,104.0,149.0,0.0,23490.923076923078,23420.0,2443056.0,1.0,104.0,0.0,0.0,1
ОРГ1-02060,8,9,0,10055.75,10206.5,80446,1.0,8.0,0.0,0.0,8938.444444444445,8.0,9.0,0.0,10055.75,10206.5,80446.0,1.0,8.0,0.0,0.0,8.0,9.0,0.0,10055.75,10206.5,80446.0,1.0,8.0,0.0,0.0,8.0,9.0,0.0,10055.75,10206.5,80446.0,1.0,8.0,0.0,0.0,1
ОРГ1-02061,125,191,0,28837.856,29412.0,3604732,0.968,121.0,0.032,4.0,18872.942408376963,38.0,49.0,0.0,27718.605263157893,28207.0,1053307.0,0.9473684210526315,36.0,0.05263157894736842,2.0,62.0,99.0,0.0,27961.322580645163,29107.0,1733602.0,0.9354838709677419,58.0,0.06451612903225806,4.0,97.0,149.0,0.0,28432.721649484534,29111.0,2757974.0,0.9587628865979382,93.0,0.041237113402061855,4.0,1
ОРГ1-02065,132,191,0,19614.090909090908,19813.0,2589060,0.9545454545454546,126.0,0.045454545454545456,6.0,13555.287958115183,38.0,49.0,0.0,21372.447368421053,19808.0,812153.0,0.9473684210526315,36.0,0.05263157894736842,2.0,65.0,99.0,0.0,19987.907692307694,19812.0,1299214.0,0.9384615384615385,61.0,0.06153846153846154,4.0,102.0,149.0,0.0,19574.79411764706,19808.0,1996629.0,0.9509803921568627,97.0,0.049019607843137254,5.0,1
ОРГ1-02067,124,191,0,15839.411290322581,15458.5,1964087,0.9919354838709677,123.0,0.008064516129032258,1.0,10283.178010471203,36.0,49.0,0.0,11991.305555555555,11706.5,431687.0,0.9722222222222222,35.0,0.027777777777777776,1.0,69.0,99.0,0.0,13982.826086956522,13509.0,964815.0,0.9855072463768116,68.0,0.014492753623188406,1.0,96.0,149.0,0.0,14580.354166666666,14557.0,1399714.0,0.9895833333333334,95.0,0.010416666666666666,1.0,1
ОРГ1-02068,148,191,0,25991.047297297297,23855.0,3846675,0.8648648648648649,128.0,0.13513513513513514,20.0,20139.659685863873,46.0,49.0,0.0,30459.217391304348,28510.5,1401124.0,0.782608695652174,36.0,0.21739130434782608,10.0,89.0,99.0,0.0,29478.76404494382,28514.0,2623610.0,0.7752808988764045,69.0,0.2247191011235955,20.0,119.0,149.0,0.0,26503.51260504202,24304.0,3153918.0,0.8319327731092437,99.0,0.16806722689075632,20.0,1
