id,Вид образования,Специальность,edu_level,count_appearence,count_chiefed,is_chief,exists_in_education
ОРГ2-06215,Среднее общее образование,Маляр,2.0,1,0.0,0,1
ОРГ2-06216,Среднее профессиональное образование,Монтаж и техническая эксплуатация холодильно-компрессорных машин и установок,5.0,1,0.0,0,1
ОРГ2-06219,Высшее образование,Техносферная безопасность,8.0,1,0.0,0,1
ОРГ2-06220,Среднее профессиональное образование,Тепловые электрические станции,5.0,1,0.0,0,1
ОРГ2-06222,Среднее общее образование,Маляр,2.0,1,0.0,0,1
ОРГ2-06224,"Высшее образование - специалитет, магистратура",Автоматика и управление в технических системах,9.0,1,0.0,0,1
ОРГ2-06225,"Высшее образование - специалитет, магистратура",Профессиональное обучение (дизайн),9.0,1,0.0,0,1
ОРГ2-06227,Высшее образование,Теплоэнергетика и теплотехника,8.0,1,0.0,0,1
ОРГ2-06229,Среднее профессиональное образование,Судовождение на внутренних водных путях и в прибрежном плавании,5.0,1,0.0,0,1
ОРГ2-06231,Среднее (полное) общее образование,,3.0,1,0.0,0,1
ОРГ2-06232,Среднее общее образование,плотник,2.0,1,0.0,0,1
ОРГ2-06233,Среднее (полное) общее образование,Маляр,3.0,1,0.0,0,1
ОРГ2-06235,Среднее общее образование,Пескоструйщик,2.0,1,0.0,0,1
ОРГ2-06236,Среднее профессиональное образование,Пескоструйщик,5.0,1,0.0,0,1
ОРГ2-06237,Начальное профессиональное образование,Пескоструйщик,4.0,1,0.0,0,1
ОРГ2-06238,Среднее профессиональное образование,Маляр,5.0,1,0.0,0,1
ОРГ2-06239,Среднее общее образование,Маляр,2.0,1,0.0,0,1
ОРГ2-06241,Среднее профессиональное образование,Маляр,5.0,1,0.0,0,1
ОРГ2-06242,Высшее образование - бакалавриат,Маляр,8.0,1,0.0,0,1
ОРГ2-06243,Среднее (полное) общее образование,Маляр,3.0,1,0.0,0,1
ОРГ2-06245,Высшее образование,Промышленное и гражданское строительство,8.0,1,0.0,0,1
ОРГ2-06246,Начальное профессиональное образование,"Слесарь-сантехник, газосварщик",4.0,1,0.0,0,1
ОРГ2-06248,Среднее профессиональное образование,Лаборант по физико-механическим испытаниям,5.0,1,0.0,0,1
ОРГ2-06252,Основное общее образование,Маляр,3.0,1,0.0,0,1
ОРГ2-06253,Среднее профессиональное образование,Технология бродильных производств и виноделие,5.0,1,0.0,0,1
ОРГ2-06254,Среднее общее образование,Жестянщик,2.0,1,0.0,0,1
ОРГ2-06256,Среднее общее образование,Маляр,2.0,1,0.0,0,1
ОРГ2-06258,Начальное профессиональное образование,Монтажник технологических трубопроводов,4.0,1,0.0,0,1
ОРГ2-06259,Среднее профессиональное образование,Изолировщик,5.0,1,0.0,0,1
ОРГ2-06263,Начальное профессиональное образование,Слесарь-сантехник,4.0,1,0.0,0,1
ОРГ2-06264,Среднее профессиональное образование,Маляр,5.0,1,0.0,0,1
ОРГ2-06265,Начальное профессиональное образование,Электромонтер по ремонту и обслуживанию электрооборудования,4.0,1,0.0,0,1
ОРГ2-06266,Среднее общее образование,,2.0,1,0.0,0,1
ОРГ2-06269,Начальное профессиональное образование,Маляр,4.0,1,0.0,0,1
ОРГ2-06270,Начальное профессиональное образование,Тракторист-машинист сельскохозяйственного производства,4.0,1,0.0,0,1
ОРГ2-06273,Среднее профессиональное образование,Маляр,5.0,1,0.0,0,1
ОРГ2-06274,Начальное профессиональное образование,Пескоструйщик,4.0,1,0.0,0,1
ОРГ2-06275,Среднее профессиональное образование,Маляр,5.0,1,0.0,0,1
ОРГ2-06276,Среднее общее образование,Маляр,2.0,1,0.0,0,1
ОРГ2-06277,Среднее профессиональное образование,Изолировщик на термоизоляции,5.0,1,0.0,0,1
ОРГ2-06278,Начальное профессиональное образование,"Тракторист-машинистт с/х производства категории ВСЕF, слесарь по ремонту СХМ и оборудования 2 разряд",4.0,1,0.0,0,1
ОРГ2-06282,Среднее общее образование,Изолировщик на термоизоляции,2.0,1,0.0,0,1
ОРГ2-06283,Среднее общее образование,Изолировщик на термоизоляции,2.0,1,0.0,0,1
ОРГ2-06285,Начальное профессиональное образование,Маляр,4.0,1,0.0,0,1
ОРГ2-06286,Среднее профессиональное образование,Правоведение,5.0,1,0.0,0,1
ОРГ2-06288,Среднее профессиональное образование,Разработка  и эксплуатация нефтяных и газовых месторождений,5.0,1,0.0,0,1
ОРГ2-06289,Среднее общее образование,Маляр,2.0,1,0.0,0,1
ОРГ2-06290,Высшее образование - бакалавриат,Психология,8.0,1,0.0,0,1
ОРГ2-06291,Высшее образование - бакалавриат,Психолого-педагогическое образование,8.0,1,0.0,0,1
ОРГ2-06292,Среднее (полное) общее образование,Пескоструйщик,3.0,1,0.0,0,1
ОРГ2-06295,"Высшее образование - специалитет, магистратура",Оборудование и технология сварочного производства,9.0,1,0.0,0,1
ОРГ2-06299,Начальное профессиональное образование,"рабочий люлькии, находящейся на подъемнике",4.0,1,0.0,0,1
ОРГ2-06300,Профессиональное обучение,,6.0,1,0.0,0,1
ОРГ2-06301,Среднее общее образование,Маляр,2.0,1,0.0,0,1
ОРГ2-06302,Среднее общее образование,Штукатур-маляр,2.0,1,0.0,0,1
ОРГ2-06303,Начальное профессиональное образование,Маляр,4.0,1,0.0,0,1
ОРГ2-06305,"Высшее образование - специалитет, магистратура",Изолировщик на термоизоляции,9.0,1,0.0,0,1
ОРГ2-06306,Среднее общее образование,Штукатур-маляр,2.0,1,0.0,0,1
ОРГ2-06308,Начальное профессиональное образование,Монтажник электромеханических и радио технических приборов и систем,4.0,1,0.0,0,1
ОРГ2-06314,Начальное профессиональное образование,Жестянщик,4.0,1,0.0,0,1
ОРГ2-06315,Среднее профессиональное образование,Лаборант по физико-механическим испытаниям,5.0,1,0.0,0,1
ОРГ2-06316,Среднее профессиональное образование,Лесное хозяйство,5.0,1,0.0,0,1
ОРГ2-06318,Основное общее образование,Монтажник каркасно-обшивочных конструкций,3.0,1,0.0,0,1
ОРГ2-06321,Высшее образование - бакалавриат,Строительство,8.0,1,0.0,0,1
ОРГ2-06323,Начальное профессиональное образование,Изолировщик,4.0,1,0.0,0,1
ОРГ2-06324,Основное общее образование,Экономическая безопасность,3.0,1,0.0,0,1
ОРГ2-06325,"Высшее образование - специалитет, магистратура",Финансы и кредит,9.0,1,0.0,0,1
ОРГ2-06326,Среднее профессиональное образование,Прикладная геодезия,5.0,1,0.0,0,1
ОРГ2-06329,"Высшее образование - специалитет, магистратура",Стандартизация и сертификация,9.0,1,3.0,1,1
ОРГ2-06331,"Высшее образование - специалитет, магистратура",Прикладная математика и информатика,9.0,1,0.0,0,1
ОРГ2-06332,Высшее образование - бакалавриат,Юриспруденция,8.0,1,0.0,0,1
ОРГ2-06334,Начальное профессиональное образование,Изолировщик на термоизоляции,4.0,1,0.0,0,1
ОРГ2-06335,Среднее (полное) общее образование,Изолировщик на термоизоляции,3.0,1,0.0,0,1
ОРГ2-06337,Основное общее образование,Пескоструйщик,3.0,1,0.0,0,1
ОРГ2-06338,Основное общее образование,Пескоструйщик,3.0,1,0.0,0,1
ОРГ2-06340,Высшее образование - бакалавриат,"Монтажник систем вентиляции, кондиционирования воздуха",8.0,1,0.0,0,1
ОРГ2-06341,Среднее профессиональное образование,Маляр,5.0,1,0.0,0,1
ОРГ2-06342,Начальное профессиональное образование,Маляр,4.0,1,0.0,0,1
ОРГ2-06344,Среднее (полное) общее образование,Изолировщик,3.0,1,0.0,0,1
ОРГ2-06345,Среднее профессиональное образование,Маляр,5.0,1,0.0,0,1
ОРГ2-06347,Основное общее образование,Маляр,3.0,1,0.0,0,1
ОРГ2-06349,Начальное профессиональное образование,Маляр,4.0,1,0.0,0,1
ОРГ2-06352,Высшее образование,Маркшейдерское дело,8.0,1,0.0,0,1
ОРГ2-06353,Среднее профессиональное образование,Помощник машиниста электровоза,5.0,1,0.0,0,1
ОРГ2-06360,"Высшее образование - специалитет, магистратура",Строительно-техническая экспертиза,9.0,1,0.0,0,1
ОРГ2-06362,Среднее профессиональное образование,Страховое дело (по отраслям),5.0,1,0.0,0,1
ОРГ2-06363,Среднее профессиональное образование,Строительство и эксплуатация зданий и сооружений,5.0,1,0.0,0,1
ОРГ2-06364,Среднее профессиональное образование,"Эксплуатация и ремонт подъемно-транспортных, строительных, дорожных машин и оборудования",5.0,1,0.0,0,1
ОРГ2-06365,Среднее профессиональное образование,Электромонтер по ремонту и обслуживанию электрооборудования (по отраслям),5.0,1,0.0,0,1
ОРГ2-06367,Начальное профессиональное образование,Штукатур-маляр,4.0,1,0.0,0,1
ОРГ2-06369,Начальное профессиональное образование,Изолировщик на термоизоляции,4.0,1,0.0,0,1
ОРГ2-06370,Основное общее образование,Маляр,3.0,1,0.0,0,1
ОРГ2-06371,Начальное профессиональное образование,Изолировщик,4.0,1,0.0,0,1
ОРГ2-06377,Среднее профессиональное образование,Изолировщик на термоизоляции,5.0,1,0.0,0,1
ОРГ2-06380,Начальное профессиональное образование,Электрогазосварщик,4.0,1,0.0,0,1
ОРГ2-06382,Среднее профессиональное образование,Прикладная информатика,5.0,1,0.0,0,1
ОРГ2-06383,"Высшее образование - специалитет, магистратура",Промышленное и гражданское строительство,9.0,1,0.0,0,1
ОРГ2-06387,"Высшее образование - специалитет, магистратура",Прикладная геодезия,9.0,1,0.0,0,1
ОРГ2-06389,"Высшее образование - специалитет, магистратура",Юриспруденция,9.0,1,0.0,0,1
ОРГ2-06390,Начальное профессиональное образование,Оператор по добыче нефти и газа,4.0,1,0.0,0,1
ОРГ2-06391,Среднее общее образование,Бетонщик,2.0,1,0.0,0,1
ОРГ2-06393,Среднее профессиональное образование,Бетонщик,5.0,1,0.0,0,1
ОРГ2-06394,"Высшее образование - специалитет, магистратура","Электрические станции, сети и системы",9.0,1,0.0,0,1
ОРГ2-06398,Среднее (полное) общее образование,Бетонщик,3.0,1,0.0,0,1
ОРГ2-06402,Основное общее образование,Бетонщик,3.0,1,0.0,0,1
ОРГ2-06404,Высшее образование - бакалавриат,Педагогическое образование (с двумя профилями подготовки),8.0,1,0.0,0,1
ОРГ2-06405,Среднее общее образование,Бетонщик,2.0,1,0.0,0,1
ОРГ2-06409,Среднее профессиональное образование,Бетонщик-арматурщик,5.0,1,0.0,0,1
ОРГ2-06410,Среднее общее образование,Бетонщик-арматурщик,2.0,1,0.0,0,1
ОРГ2-06411,Начальное профессиональное образование,Монтажник железобетонных конструкций,4.0,1,0.0,0,1
ОРГ2-06413,"Высшее образование - специалитет, магистратура",Менеджер организации в области управления персоналом,9.0,1,0.0,0,1
ОРГ2-06414,"Высшее образование - специалитет, магистратура",Правоохранительная деятельность,9.0,1,0.0,0,1
ОРГ2-06417,Основное общее образование,Бетонщик,3.0,1,0.0,0,1
ОРГ2-06419,Основное общее образование,Маляр,3.0,1,0.0,0,1
ОРГ2-06422,Начальное профессиональное образование,Мастер сельскохозяйственного производства,4.0,1,0.0,0,1
ОРГ2-06424,Высшее образование - бакалавриат,Технологические машины и оборудование,8.0,1,0.0,0,1
ОРГ2-06425,"Высшее образование - специалитет, магистратура",Маркшейдерское дело,9.0,1,0.0,0,1
ОРГ2-06426,Высшее образование,Строительство,8.0,1,0.0,0,1
ОРГ2-06429,Высшее образование - бакалавриат,Ценообразование и сметное нормирование в строительстве. Составление смет ресурсным методом,8.0,1,0.0,0,1
ОРГ2-06430,Основное общее образование,Бетонщик-арматурщик,3.0,1,0.0,0,1
ОРГ2-06431,Среднее профессиональное образование,Бетонщик-арматурщик,5.0,1,0.0,0,1
ОРГ2-06432,Среднее общее образование,Монтажник технологических трубопроводов,2.0,1,0.0,0,1
ОРГ2-06433,Среднее профессиональное образование,Бакалавр,5.0,1,0.0,0,1
ОРГ2-06436,Профессиональное обучение,,6.0,1,0.0,0,1
ОРГ2-06440,Среднее общее образование,,2.0,1,0.0,0,1
ОРГ2-06441,Среднее профессиональное образование,Организация инжеенерных изысканий генеральным подрядчиком,5.0,1,0.0,0,1
ОРГ2-06442,Среднее профессиональное образование,Монтаж и техническая эксплуатация промышленного оборудования,5.0,1,0.0,0,1
ОРГ2-06443,Высшее образование,Сервис транспортных и технологических машин и оборудования (по отраслям),8.0,1,0.0,0,1
ОРГ2-06444,Высшее образование - бакалавриат,Геодезия и дистанционное зондирование,8.0,1,0.0,0,1
ОРГ2-06447,Среднее профессиональное образование,Тракторист-машинист сельскохозяйственного производства,5.0,1,0.0,0,1
ОРГ2-06448,Среднее профессиональное образование,Разработка и эксплуатация нефтяных и газовых месторождений,5.0,1,0.0,0,1
ОРГ2-06450,Начальное профессиональное образование,Автомеханик,4.0,1,0.0,0,1
ОРГ2-06452,Основное общее образование,Изолировщик на термоизоляции,3.0,1,0.0,0,1
ОРГ2-06454,Высшее образование - бакалавриат,Строительство,8.0,1,0.0,0,1
ОРГ2-06455,Высшее образование - бакалавриат,Техносферная безопасность,8.0,1,0.0,0,1
ОРГ2-06460,Начальное профессиональное образование,Маляр,4.0,1,0.0,0,1
ОРГ2-06461,Основное общее образование,,3.0,1,0.0,0,1
ОРГ2-06462,"Высшее образование - специалитет, магистратура",Специальные электромеханические системы,9.0,1,0.0,0,1
ОРГ2-06466,Профессиональное обучение,Маляр,6.0,1,0.0,0,1
ОРГ2-06467,Среднее (полное) общее образование,Бетонщик,3.0,1,0.0,0,1
ОРГ2-06468,"Высшее образование - специалитет, магистратура",Управление персоналом,9.0,1,0.0,0,1
ОРГ2-06469,"Высшее образование - специалитет, магистратура",Юриспруденция,9.0,1,0.0,0,1
ОРГ2-06470,Среднее профессиональное образование,Ценообразование и сметное нормирование в строительстве. Составление смет ресурсным методом,5.0,1,0.0,0,1
ОРГ2-06471,Высшее образование,"Бухгалтерский учет, анализ и аудит",8.0,1,0.0,0,1
ОРГ2-06472,"Высшее образование - специалитет, магистратура",Автомобильный транспорт,9.0,1,0.0,0,1
ОРГ2-06476,Среднее общее образование,Бетонщик,2.0,1,0.0,0,1
ОРГ2-06477,"Высшее образование - специалитет, магистратура",Аудитор по внутренним проверкам систем менеджмента,9.0,1,0.0,0,1
ОРГ2-06478,Среднее профессиональное образование,Строительство горных предприятий,5.0,1,0.0,0,1
ОРГ2-06479,Среднее общее образование,,2.0,1,0.0,0,1
ОРГ2-06480,Среднее профессиональное образование,Юриспруденция,5.0,1,0.0,0,1
ОРГ2-06482,Среднее общее образование,Электрогазосварщик,2.0,1,0.0,0,1
ОРГ2-06485,Среднее профессиональное образование,Оценка стоимости предприятия (бизнеса),5.0,1,0.0,0,1
ОРГ2-06487,Высшее образование,Экология и охрана окружающей среды,8.0,1,0.0,0,1
ОРГ2-06500,Среднее общее образование,Бетонщик,2.0,1,0.0,0,1
ОРГ2-06501,Начальное профессиональное образование,Бетонщик-арматурщик,4.0,1,0.0,0,1
ОРГ2-06502,Среднее профессиональное образование,Бетонщик-арматурщик,5.0,1,0.0,0,1
ОРГ2-06508,Начальное профессиональное образование,Монтажник технологических трубопроводов,4.0,1,0.0,0,1
ОРГ2-06509,Основное общее образование,Бетонщик,3.0,1,0.0,0,1
ОРГ2-06510,Среднее общее образование,Бетонщик,2.0,1,0.0,0,1
ОРГ2-06511,Среднее профессиональное образование,"Монтажник санитарно-технических, вентиляционных систем и оборудования",5.0,1,0.0,0,1
ОРГ2-06512,"Высшее образование - специалитет, магистратура",История,9.0,1,0.0,0,1
ОРГ2-06513,Среднее профессиональное образование,Арматурщик,5.0,1,0.0,0,1
ОРГ2-06517,Основное общее образование,Изолировщик на термоизоляции,3.0,1,0.0,0,1
ОРГ2-06520,Среднее профессиональное образование,Изолировщик на термоизоляции,5.0,1,0.0,0,1
ОРГ2-06521,Начальное профессиональное образование,"слесарь-монтажник приборов и аппаратуры автоматического контроля, регулирования и управления",4.0,1,0.0,0,1
ОРГ2-06522,Среднее профессиональное образование,Изолировщик на термоизоляции,5.0,1,0.0,0,1
ОРГ2-06523,Начальное профессиональное образование,Маляр,4.0,1,0.0,0,1
ОРГ2-06525,Высшее образование - бакалавриат,Изолировщик на термоизоляции,8.0,1,0.0,0,1
ОРГ2-06529,Основное общее образование,антикоррозийщик,3.0,1,0.0,0,1
ОРГ2-06530,Высшее образование,Маляр,8.0,1,0.0,0,1
ОРГ2-06534,Среднее профессиональное образование,Монтажник каркасно-обшивочных конструкций,5.0,1,0.0,0,1
ОРГ2-06535,Среднее профессиональное образование,Маляр,5.0,1,0.0,0,1
ОРГ2-06540,Начальное профессиональное образование,Изолировщик на термоизоляции,4.0,1,0.0,0,1
ОРГ2-06541,Среднее профессиональное образование,Эксплуатация нефтяных и газовых месторождений,5.0,1,0.0,0,1
ОРГ2-06543,Среднее профессиональное образование,Изолировщик на термоизоляции,5.0,1,0.0,0,1
ОРГ2-06545,Высшее образование,Изолировщик на термоизоляции,8.0,1,0.0,0,1
ОРГ2-06547,Среднее общее образование,Иззолировщик на термоизоляции 4 разряда,2.0,1,0.0,0,1
ОРГ2-06548,Среднее профессиональное образование,Иззолировщик на термоизоляции 4 разряда,5.0,1,0.0,0,1
ОРГ2-06550,Среднее общее образование,,2.0,1,0.0,0,1
ОРГ2-06551,Среднее профессиональное образование,Изолировщик на термоизоляции,5.0,1,0.0,0,1
ОРГ2-06552,"Высшее образование - специалитет, магистратура",Физическая культура и спорт,9.0,1,0.0,0,1
ОРГ2-06554,Среднее (полное) общее образование,Изолировщик на термоизоляции,3.0,1,0.0,0,1
ОРГ2-06555,Начальное профессиональное образование,Изолировщик на термоизоляции,4.0,1,0.0,0,1
ОРГ2-06556,Основное общее образование,,3.0,1,0.0,0,1
ОРГ2-06557,Начальное профессиональное образование,Изолировщик на термоизоляции,4.0,1,0.0,0,1
ОРГ2-06561,Среднее профессиональное образование,Механизация сельского хозяйства,5.0,1,0.0,0,1
ОРГ2-06562,Среднее (полное) общее образование,Изолировщик на термоизоляции,3.0,1,0.0,0,1
ОРГ2-06563,Среднее профессиональное образование,Техническое обслуживание и ремонт автомобильного транспорта,5.0,1,0.0,0,1
ОРГ2-06564,Среднее общее образование,,2.0,1,0.0,0,1
ОРГ2-06566,"Высшее образование - специалитет, магистратура",Электроснабжение (по отраслям),9.0,1,0.0,0,1
ОРГ2-06584,Среднее профессиональное образование,Сварщик (электросварочные и газосварочные работы),5.0,1,0.0,0,1
ОРГ2-06587,"Высшее образование - специалитет, магистратура",Бетонщик,9.0,1,0.0,0,1
ОРГ2-06589,Среднее профессиональное образование,,5.0,1,0.0,0,1
ОРГ2-06590,Начальное профессиональное образование,Бетонщик,4.0,1,0.0,0,1
ОРГ2-06591,Начальное профессиональное образование,Электрогазосварщик,4.0,1,0.0,0,1
ОРГ2-06593,Среднее профессиональное образование,Слесарь по ремонту строительных машин,5.0,1,0.0,0,1
ОРГ2-06595,Основное общее образование,Монтажник технологических трубопроводов,3.0,1,0.0,0,1
ОРГ2-06614,"Высшее образование - специалитет, магистратура",Шахтное строительство,9.0,1,0.0,0,1
ОРГ2-06616,Начальное профессиональное образование,Бетонщик,4.0,1,0.0,0,1
ОРГ2-06617,Среднее общее образование,Маляр,2.0,1,0.0,0,1
ОРГ2-06618,Среднее профессиональное образование,Правоведение,5.0,1,0.0,0,1
ОРГ2-06622,Дополнительное профессиональное образование,Бетонщик,11.0,1,0.0,0,1
ОРГ2-06625,Среднее профессиональное образование,Бетонщик-арматурщик,5.0,1,0.0,0,1
ОРГ2-06639,Высшее образование - бакалавриат,Строительство,8.0,1,0.0,0,1
ОРГ2-06643,Среднее профессиональное образование,Менеджмент,5.0,1,0.0,0,1
ОРГ2-06644,"Высшее образование - специалитет, магистратура",Сервис транспортных и технологических машин и оборудования (по отраслям),9.0,1,0.0,0,1
ОРГ2-06646,Среднее общее образование,Маляр,2.0,1,0.0,0,1
ОРГ2-06647,Основное общее образование,Бухгалтерский учет с использованием ПЭВМ (1С-Бухгалтерия),3.0,1,0.0,0,1
ОРГ2-06648,Среднее профессиональное образование,Управление персоналом,5.0,1,0.0,0,1
ОРГ2-06649,"Высшее образование - специалитет, магистратура",Прикладная геология,9.0,1,0.0,0,1
ОРГ2-06657,Среднее профессиональное образование,Маляр,5.0,1,0.0,0,1
ОРГ2-06658,Среднее общее образование,,2.0,1,0.0,0,1
ОРГ2-06659,"Высшее образование - специалитет, магистратура",Нефтегазовое дело,9.0,1,0.0,0,1
ОРГ2-06660,Среднее профессиональное образование,Изолировщик на термоизоляции,5.0,1,0.0,0,1
ОРГ2-06662,"Высшее образование - специалитет, магистратура",Изолировщик,9.0,1,0.0,0,1
ОРГ2-06669,Среднее профессиональное образование,Изолировщик на термоизоляции,5.0,1,0.0,0,1
ОРГ2-06674,Среднее профессиональное образование,Оператор электронно-вычислительных и вычислительных машин,5.0,1,0.0,0,1
ОРГ2-06675,Начальное профессиональное образование,Маляр,4.0,1,0.0,0,1
ОРГ2-06676,"Высшее образование - специалитет, магистратура",Изолировщик на термоизоляции,9.0,1,0.0,0,1
ОРГ2-06681,Среднее профессиональное образование,Изолировщик,5.0,1,0.0,0,1
ОРГ2-06682,Среднее общее образование,Электрогазосварщик,2.0,1,0.0,0,1
ОРГ2-06684,Среднее профессиональное образование,Строительство и эксплуатация автомобильных дорог и аэродромов,5.0,1,0.0,0,1
ОРГ2-06685,Среднее профессиональное образование,Строительство и эксплуатация зданий и сооружений,5.0,1,0.0,0,1
ОРГ2-06687,Основное общее образование,Монтажник по монтажу стальных и железобетонных конструкциий,3.0,1,0.0,0,1
ОРГ2-06688,Среднее общее образование,Электрогазосварщик,2.0,1,0.0,0,1
ОРГ2-06689,Начальное профессиональное образование,Бетонщик-арматурщик,4.0,1,0.0,0,1
ОРГ2-06694,"Высшее образование - специалитет, магистратура",Товароведение,9.0,1,0.0,0,1
ОРГ2-06697,Среднее (полное) общее образование,Арматурщик,3.0,1,0.0,0,1
ОРГ2-06704,Основное общее образование,Монтажник стальных и железобетонных конструкций,3.0,1,0.0,0,1
ОРГ2-06705,Дополнительное профессиональное образование,Монтажник технологических трубопроводов,11.0,1,0.0,0,1
ОРГ2-06706,Начальное профессиональное образование,Слесарь по ремонту автомобилей,4.0,1,0.0,0,1
ОРГ2-06707,Дополнительное профессиональное образование,Монтажник технологических трубопроводов,11.0,1,0.0,0,1
ОРГ2-06708,Дополнительное профессиональное образование,Монтажник технологических трубопроводов,11.0,1,0.0,0,1
ОРГ2-06709,Начальное профессиональное образование,Машинист технологических насосов и компрессоров,4.0,1,0.0,0,1
ОРГ2-06710,Среднее профессиональное образование,,5.0,1,0.0,0,1
ОРГ2-06711,"Высшее образование - специалитет, магистратура",Автоматизация технологических процессов и производств (по отраслям),9.0,1,0.0,0,1
ОРГ2-06712,Среднее профессиональное образование,Программирование в компьютерных системах,5.0,1,0.0,0,1
ОРГ2-06713,Основное общее образование,Изолировщик на термоизоляции,3.0,1,0.0,0,1
ОРГ2-06715,Основное общее образование,,3.0,1,0.0,0,1
ОРГ2-06716,Основное общее образование,Изолировщик на термоизоляции,3.0,1,0.0,0,1
ОРГ2-06717,Основное общее образование,Изолировщик на термоизоляции,3.0,1,0.0,0,1
ОРГ2-06718,Основное общее образование,Изолировщик на термоизоляции,3.0,1,0.0,0,1
ОРГ2-06722,Среднее профессиональное образование,Информационные системы обеспечения градостроительной деятельности,5.0,1,0.0,0,1
ОРГ2-06725,Среднее профессиональное образование,,5.0,1,0.0,0,1
ОРГ2-06726,Среднее профессиональное образование,Прикладная геодезия,5.0,1,0.0,0,1
ОРГ2-06727,Высшее образование,Экономика и управление на предприятии (в аграрном производстве),8.0,1,0.0,0,1
ОРГ2-06729,Среднее профессиональное образование,Техническое обслуживание и ремонт радиоэлектронной техники (по отраслям),5.0,1,0.0,0,1
ОРГ2-06732,Среднее профессиональное образование,Геодезия,5.0,1,0.0,0,1
ОРГ2-06733,Высшее образование,Строительство подземных сооружений и шахт,8.0,1,0.0,0,1
ОРГ2-06734,Высшее образование,Промышленное и гражданское строительство,8.0,1,0.0,0,1
ОРГ2-06736,Высшее образование - бакалавриат,Строительство,8.0,1,0.0,0,1
ОРГ2-06737,"Высшее образование - специалитет, магистратура",Подземная разработка месторождений полезных ископаемых,9.0,1,0.0,0,1
ОРГ2-06738,"Высшее образование - специалитет, магистратура",Промышленное и гражданское строительство,9.0,1,0.0,0,1
ОРГ2-06739,Среднее профессиональное образование,Строительство и эксплуатация зданий и сооружений,5.0,1,0.0,0,1
ОРГ2-06741,Среднее профессиональное образование,Изолировщик-пленочник на термоизоляцию,5.0,1,0.0,0,1
ОРГ2-06742,Среднее профессиональное образование,Изолировщик на термоизоляции,5.0,1,0.0,0,1
ОРГ2-06743,Среднее общее образование,Маляр,2.0,1,0.0,0,1
ОРГ2-06745,Среднее общее образование,Маляр-строительный,2.0,1,0.0,0,1
ОРГ2-06746,Основное общее образование,маляр,3.0,1,0.0,0,1
ОРГ2-06748,Среднее профессиональное образование,Изолировщик на термоизоляции,5.0,1,0.0,0,1
ОРГ2-06751,Основное общее образование,Бетонщик,3.0,1,0.0,0,1
ОРГ2-06754,Основное общее образование,Изолировщик на термоизоляции,3.0,1,0.0,0,1
ОРГ2-06756,Профессиональное обучение,Изолировщик на термоизоляцию,6.0,1,0.0,0,1
ОРГ2-06758,Среднее профессиональное образование,Строительство и эксплуатация зданий и сооружений,5.0,1,0.0,0,1
ОРГ2-06759,Среднее профессиональное образование,Монтажник технологических трубопроводов,5.0,1,0.0,0,1
ОРГ2-06761,Среднее общее образование,Бетонщик,2.0,1,0.0,0,1
ОРГ2-06763,Профессиональное обучение,Монтажник технологических трубопроводов,6.0,1,0.0,0,1
ОРГ2-06765,Среднее профессиональное образование,Мастер общестроительных работ,5.0,1,0.0,0,1
ОРГ2-06766,Среднее профессиональное образование,Строительство и эксплуатация зданий и сооружений,5.0,1,0.0,0,1
ОРГ2-06767,Среднее (полное) общее образование,Изолировщик на термоизоляции,3.0,1,0.0,0,1
ОРГ2-06768,Среднее профессиональное образование,Техник обслуживания и ремонта промышшленного оборудования,5.0,1,0.0,0,1
ОРГ2-06769,Среднее профессиональное образование,Переработка нефти и газа,5.0,1,0.0,0,1
ОРГ2-06770,Профессиональное обучение,Монтажник технологических трубопроводов,6.0,1,0.0,0,1
ОРГ2-06771,Высшее образование,Нефтегазовые техника и технологии (сттстемы автоматизации и управлления в нефтегазовой промышленност,8.0,1,0.0,0,1
ОРГ2-06773,"Высшее образование - специалитет, магистратура",магистр филология,9.0,1,0.0,0,1
ОРГ2-06774,Высшее образование,Национальная экономика,8.0,1,0.0,0,1
ОРГ2-06776,Среднее профессиональное образование,Промышленное и гражданское строиттельство,5.0,1,0.0,0,1
ОРГ2-06778,Высшее образование,Биология,8.0,1,0.0,0,1
ОРГ2-06779,Профессиональное обучение,Пескоструйщик,6.0,1,0.0,0,1
ОРГ2-06782,Профессиональное обучение,Землеустройство и кадастры,6.0,1,0.0,0,1
ОРГ2-06786,Высшее образование,Провоохранительная деятельность,8.0,1,0.0,0,1
ОРГ2-06787,Среднее общее образование,Монтажник технологических трубопроводоов,2.0,1,0.0,0,1
ОРГ2-06788,Среднее общее образование,Монтажник технологических трубопроводоов,2.0,1,0.0,0,1
ОРГ2-06790,Среднее профессиональное образование,Изолировщик на термоизоляции,5.0,1,0.0,0,1
ОРГ2-06791,Высшее образование,Водоснабжение и водоотведение,8.0,1,0.0,0,1
ОРГ2-06793,Среднее общее образование,Арматурщик  стальных и железобетонных конструкциий,2.0,1,0.0,0,1
ОРГ2-06794,Среднее общее образование,Бетонщик 4 разряда,2.0,1,0.0,0,1
ОРГ2-06795,Среднее профессиональное образование,Водитель автомобиля,5.0,1,0.0,0,1
ОРГ2-06796,Среднее профессиональное образование,Моторист (машинист) рефрижиираторных установок,5.0,1,0.0,0,1
ОРГ2-06797,Высшее образование - бакалавриат,Строительство,8.0,1,0.0,0,1
